likely_mpid,expt_gap,formula
,0.0,Li4Mn5Nb3O16
,0.0,Li4Mn5NbO12
,0.0,Li4Mn5Ni3O16
,0.0,Li4NbNi3O8
,0.0,Li4Ni2(PO4)3
,0.0,Li4Ni3BiO8
,0.0,Li4Ti5Cr3O16
,0.0,Li4TiCr3O8
,0.0,Li4V5Cu3O16
,0.0,Li4VF7
mp-555377,0.0,Li4WO5
,0.0,Li5(BiO3)4
,0.0,Li5Co2Ni3O10
,0.0,Li5Co2O2F5
,0.0,Li5Cr2Ni5O12
,0.0,Li5Fe2Ni3O10
,0.0,Li5Fe6(BO3)6
,0.0,Li5La3Nb14O42
,0.0,Li5Mn2Cu5O12
,0.0,Li5Mn3(FeO5)2
,0.0,Li5Mn5(SbO6)2
,0.0,Li5Mn6(BO3)6
,0.0,Li6(NiO2)5
,0.0,Li6Fe3Co7O20
,0.0,Li6Fe9CoO20
,0.0,Li6FeNi9O20
,0.0,Li6FeO5F
,0.0,Li6FeO6
,0.0,Li6Mn5CoO12
,0.0,Li6Mn5FeO12
mp-562387,0.0,Li6Tb2O7
,0.0,Li7(Mo3S4)4
,0.0,Li7(NiO2)11
,0.0,Li7Ca8Nb12O40
,0.0,Li7Ti16O32
,0.0,Li7Ti5O12
,0.0,Li7Ti7O16
,0.0,Li8BiS6
,2.61,Li8GeN4
mp-8469,0.0,Li8IrO6
,0.0,Li8PO3
mp-8424,0.0,Li8PrO6
,0.0,Li8Ti16CuS32
,0.0,Li8TiNi7O16
,0.0,Li9Fe3(WO4)7
,4.45,Li9Ga13(Te7O22)3
,0.0,LiAgF3
mp-30821,0.0,LiAl2Rh
,0.0,LiAl2Tc
mp-10890,0.0,LiAl3
,0.0,LiAlB4
mp-5920,0.0,LiAlGe
,0.0,LiAlRh2
mp-555874,1.6,LiAsS2
,2.0,LiB3
,4.75,LiB9PbO15
,0.0,LiBePt2
,0.0,LiBi2(PO4)3
,3.35,LiBi3(ClO2)2
,0.11,LiBiS2
,0.0,LiCa2Ga
mp-504670,0.0,LiCa2Ge3
,0.0,LiCa2In
,0.0,LiCa2Mg
mp-1192528,1.4,LiCa3As2H
,0.0,LiCaO3
,0.0,LiCd2Rh
mp-6126,4.28,LiCdBO3
mp-22905,9.33,LiCl
,0.0,LiCo(CO3)2
,0.0,LiCo7O7F
,0.0,LiCoS2
,0.0,LiCu2(CO3)2
mp-567097,0.0,LiCu2Ge
,0.0,LiCu3F7
,0.0,LiCu5P3O13
mp-9158,0.0,LiCuO2
,0.0,LiCuPO4
,0.0,LiEr2Ga
,0.0,LiErAu2
mp-541365,1.5,LiEuH3
mp-1138,11.7,LiF
,0.0,LiFe2(PO4)3
,0.0,LiFe2(SiO4)2
,2.64,LiGa(GeSe3)2
,0.0,LiGaAg2
,0.0,LiGaAu2
mp-5854,5.6,LiGaO2
,0.0,LiGaPd2
,0.0,LiGaPt2
mp-5048,2.31,LiGaTe2
,3.73,LiGd5P2O13
mp-13322,0.0,LiGeRh2
mp-696288,4.9,LiH3(SeO3)2
,0.0,LiHf2Ir
,0.0,LiHfPd2
,0.0,LiHg2Pd
,0.0,LiHoAu2
,0.0,LiHoO3
mp-973966,4.27,LiIn(IO3)4
mp-13396,0.0,LiIn2Rh
mp-567787,0.0,LiInAg2
mp-1188392,3.56,LiInS2
mp-20187,2.83,LiInSe2
mp-568466,0.0,LiInSn
,2.3,LiInSnS4
mp-20782,1.46,LiInTe2
mp-11992,0.0,LiLa2IrO6
,0.0,LiLu2Ga
,0.0,LiLu2Pd
,0.0,LiLu2Ru
,0.0,LiLu2Tc
,0.0,LiMg2Ag
mp-12558,0.7,LiMgAs
mp-570213,0.4,LiMgBi
mp-30156,3.2,LiMgN
mp-7555,0.0,LiMgSnPd
,0.0,LiMn(PO4)2
,0.0,LiMn2(PO4)2
mp-1195443,0.0,LiMn4O8
,0.0,LiMn9Se10
,0.0,LiMnCoO4
,0.0,LiMnCuO4
mp-556415,0.0,LiMnO2
mp-26981,0.0,LiMnP2O7
,0.0,LiMnSiO4
,0.0,LiMo3O8
mp-558917,2.8,LiMoIO6
,3.0,LiNb3(BiO3)4
,0.0,LiNi2(PO4)3
,0.0,LiNiP2O7
,0.0,LiPm2Al
,0.0,LiPm2Ga
,0.0,LiPm2Ir
,0.0,LiPm2Si
,0.0,LiPr2Ru
,1.6,LiSb3PbS6
mp-1079885,1.36,LiSbS2
,0.68,LiSbSe2
,0.13,LiSbTe2
,0.0,LiScHg2
mp-973391,2.27,LiSiB6
,0.0,LiSiPd2
,0.0,LiSiRh2
,2.83,LiSm3SiS7
,0.0,LiSn(PO3)4
mp-21894,0.0,LiSn4Ir
mp-11977,0.0,LiSnAu
,3.5,LiTa3(BiO3)4
mp-3666,4.1,LiTaO3
,0.0,LiTaRh2
,0.0,LiThAu2
,0.0,LiTi11O20
,0.0,LiTi3O6
,0.0,LiTiSiO4
mp-12716,0.0,LiTlPd2
,0.0,LiTm2Rh
,0.0,LiTm2Ru
mp-18189,0.0,LiTmSn
,0.0,LiV2NiO6
,0.0,LiV3O4
mp-1018791,0.0,LiY(CuP)2
,0.0,LiY2Ru
mp-12264,0.0,LiYbF4
mp-21242,0.0,LiYbPb
,0.0,LiZn(Fe5O8)2
,4.0,LiZn2GaO4
,3.1,LiZnBO3
mp-7575,1.91,LiZnN
,0.0,LiZr2Os
,0.0,LiZrRh2
,1.27,Lu(InS2)3
mp-12101,0.0,Lu(SiOs)2
,0.0,Lu2AgAu
mp-16490,0.0,Lu2Al3Co
,0.0,Lu2AlTc
,0.0,Lu2CdAg
,0.0,Lu2CdIn
,1.75,Lu2CrS4
,0.0,Lu2Fe2Si2C
mp-14306,0.0,Lu2FeS4
,0.0,Lu2InHg
,0.0,Lu2MgHg
mp-865350,0.0,Lu2Mn12P7
mp-973756,0.0,Lu2Mo2C3
mp-1427,5.5,Lu2O3
,0.0,Lu2TlAg
,0.0,Lu2TlCd
,2.12,Lu2TlCu3Se5
mp-10566,0.0,Lu3BC3
,0.0,Lu3Ga
mp-11733,0.0,Lu3InN
mp-10607,0.0,Lu3TlC
mp-15178,0.0,Lu4C7
mp-542170,0.0,Lu5(Si5Ir2)2
mp-13234,0.0,Lu5Si3B
mp-11752,0.0,Lu7(NiTe)2
mp-11753,0.0,Lu7(TePd)2
mp-1018131,0.0,LuAg2
,0.0,LuAl2Pd5
,0.0,LuAlAg2
mp-11249,0.0,LuAu
mp-3105,0.0,LuBPd3
mp-8371,0.0,LuC2
,3.7,LuCd4B3O10
,0.0,LuCdAg2
,0.0,LuGaRh2
mp-973906,0.0,LuGe2
,0.0,LuHfRu2
mp-1529,0.0,LuIr
mp-1761,0.0,LuIr2
mp-19967,0.0,LuMnSi
mp-6188,0.0,LuNiBC
mp-10192,1.3,LuP
mp-790,0.0,LuPt3
,0.0,LuScRh2
,0.0,LuScRu2
,0.0,LuScZn2
mp-973633,0.0,LuSi2Ni
mp-22440,0.0,LuSiIr
,0.0,LuU2S3O2
,0.0,LuUO3
mp-16043,0.0,Mg(As2Rh3)2
,0.0,Mg(CoS2)2
,0.0,Mg(FeO2)4
,0.0,Mg(FeS2)2
,0.0,Mg(SnO2)4
,0.0,Mg(TiS2)4
mp-568548,0.0,Mg10B16Ir19
,0.0,Mg17Al11Pd
mp-17659,0.0,Mg23Al30
,0.0,Mg2AgIr
,0.66,Mg2Co
,0.0,Mg2CrN2
mp-2481,0.0,Mg2Cu
,0.0,Mg2CuWO6
mp-30650,0.0,Mg2Ga
mp-408,1.67,Mg2Ge
mp-505693,0.0,Mg2GeB2Rh5
mp-1192564,2.02,Mg2GeSe4
,0.0,Mg2MnN2
,0.0,Mg2PdAu
,0.0,Mg2RhAu
mp-1367,2.27,Mg2Si
mp-14793,0.0,Mg2SiPt
,0.0,Mg2TcO4
,0.0,Mg2TiIrO6
,0.0,Mg2V9O13
,0.0,Mg2Zr14O5
,2.7,Mg3(B25C4)2
mp-684027,0.0,Mg3(MnAl9)2
mp-10117,0.0,Mg3(Ni10B3)2
mp-14842,0.0,Mg3(Ni10P3)2
,0.0,Mg32Al36Ag13
mp-7062,0.0,Mg3Al9FeSi5
,1.33,Mg3AsN
mp-569018,0.0,Mg3Bi2
mp-571626,0.0,Mg3Ga7Co2
mp-642855,0.0,Mg3Ge
mp-1559,2.8,Mg3N2
mp-2514,1.4,Mg3P2
mp-542429,0.0,Mg3Rh
mp-625,0.0,Mg3Ru2
mp-2646,0.8,Mg3Sb2
,0.0,Mg3Tl
,0.0,Mg4Sc3(SiO3)8
,0.0,Mg5As
mp-560026,5.63,Mg5B3O9F
,0.0,Mg5Ti13O30
mp-570849,0.0,Mg5Tl2
,0.0,Mg9CuO10
mp-3477,0.0,MgAgAs
,0.0,MgCo2(PO5)2
,0.0,MgCr
mp-1189056,2.36,MgCu2GeS4
mp-1205334,3.2,MgCu2SiS4
mp-30449,0.0,MgCuBi
mp-3522,0.0,MgCuSb
mp-11361,0.0,MgCuSn
mp-1249,11.1,MgF2
mp-20566,0.0,MgIn3
mp-973088,0.0,MgInAg2
,0.0,MgInPd2
,0.0,MgMnO3
,0.0,MgMnRh2
mp-15778,0.0,MgNiSb
,0.0,MgPb3
,0.0,MgPt5
,0.0,MgRh2Pb
mp-9927,0.0,MgRhF6
,0.0,MgSbF6
mp-10184,0.0,MgSbPt
mp-1174,0.0,MgSc
,0.0,MgScAg2
mp-13241,0.0,MgSi7Ir3
mp-3677,4.05,MgSiN2
,0.0,MgSnRh2
mp-1039,3.6,MgTe
,0.0,MgTi11O20
,0.0,MgTi4O6
mp-11498,0.0,MgTl
,0.0,MgV4O6
mp-1124,0.0,MgZn2
mp-19789,0.0,Mn(BW)2
,0.0,Mn(CoO2)4
mp-21823,1.5,Mn(PbO2)2
mp-19231,2.65,Mn(SbO2)2
mp-22576,0.0,Mn(SbO3)2
,0.31,Mn(SbSe2)2
,0.37,Mn0.05Te1Pb0.95
,0.49,Mn0.1Te1Pb0.9
mp-752,0.7,Mn15Si26
mp-7892,0.0,Mn2AlB2
,0.0,Mn2AlO4
,0.0,Mn2CoAs
mp-22289,0.0,Mn2CoGe
,0.0,Mn2Cu(PO4)3
,0.0,Mn2GaW
mp-621925,0.0,Mn2GeS4
,0.0,Mn2Hg5
mp-12659,0.0,Mn2Nb
,0.0,Mn2OF3
mp-1849,0.0,Mn2P
mp-22354,0.0,Mn2Tl2O7
,0.0,Mn2VSi
,0.0,Mn3(OF3)2
mp-16511,0.0,Mn3Al10
,0.0,Mn3Cr3(CoO8)2
,0.0,Mn3Cr3(TeO8)2
,0.0,Mn3NbO8
mp-20362,0.0,Mn3NiN
mp-10198,0.0,Mn3PdN
mp-7070,0.0,Mn3PtN
,0.0,Mn3SbO8
mp-14046,0.0,Mn3V2(SiO4)3
,0.0,Mn5As4
mp-704981,0.0,Mn5Ge2
,0.0,Mn5O3F5
,0.0,Mn5O7
,0.0,Mn7O7F
,0.58,MnAl3
mp-5491,0.0,MnAlAu2
mp-22240,0.0,MnAs
,0.0,MnBe2Co
,0.0,MnCdO2
mp-19809,0.0,MnCoSi
mp-22221,0.0,MnCu2Sn
,0.0,MnCu3
mp-560902,9.9,MnF2
mp-4238,0.0,MnFeAs
,0.0,MnFeCoGe
mp-601285,0.0,MnGaNi2
mp-569151,0.0,MnGaPt
mp-610972,0.0,MnGePd
mp-4664,0.0,MnGeRh2
,1.45,MnIn2PbS5
mp-22673,0.0,MnInCu2
,0.0,MnNbO4
mp-11500,0.0,MnNi
mp-1102690,0.0,MnNiP
mp-19006,3.6,MnO
mp-510408,1.3,MnO2
,0.0,MnP2
mp-569522,0.28,MnP4
mp-8695,2.5,MnPSe3
mp-2065,0.0,MnS
,0.0,MnSb3(PO4)6
,0.0,MnSbPd
mp-571163,0.0,MnSbRh2
mp-999540,2.5,MnSe
mp-1431,0.6,MnSi
,0.0,MnSiNi2
,0.0,MnSnRu2
,0.0,MnTcOs
,2.0,MnTe9
mp-22792,0.0,MnTePd
,1.9,MnV(TeO4)2
,0.0,Mo2NCl8
mp-542154,0.0,Mo3Pd2N
mp-1743,0.0,Mo5As4
mp-30544,0.0,Mo5O14
mp-1634,1.6,MoSe2
mp-1104707,2.06,Na(GeP)3
,2.08,Na0.5Ge1Pb1.75S4
,1.6,Na0.5Ge1Pb1.75Se4
,2.0,Na0.75Eu1.625Ge1Se4
mp-568580,0.0,Na10(Ga2Sn)3
,0.0,Na11Bi5O16
,0.0,Na11Ti20O40
mp-30794,0.0,Na15Sn4
,0.0,Na19Zr11S30
,7.33,Na2B6O9F2
mp-1020144,7.3,Na2Be4B4O11
,2.37,Na2Cd(GeSe3)2
mp-561075,2.52,Na2CdSnS4
,0.0,Na2Cl
,0.0,Na2Cr7O14
,2.0,Na2EuGeSe4
mp-1190388,3.29,Na2Ga2GeS6
,2.2,Na2Ga2SnS6
,4.19,Na2Gd(PO4)2
mp-17964,2.38,Na2Ge2Se5
,2.68,Na2Hg3(GeS4)2
,2.03,Na2Hg3Se1.49S2.51
mp-31430,0.0,Na2In
mp-1190145,3.17,Na2In2GeS6
mp-1190429,2.47,Na2In2GeSe6
mp-1190138,3.27,Na2In2SiS6
,1.92,Na2In4Se6S
mp-607437,0.0,Na2In5Au6
,0.0,Na2LiTa
mp-1195277,3.1,Na2Mo2Se2O11
mp-1192640,3.56,Na2Nb4Se4O19
,2.4,Na2Pt(IO3)6
mp-648,2.4,Na2S
mp-4770,0.0,Na2SO4
mp-1266,2.0,Na2Se
,2.86,Na2Si2Hg3S8
,2.45,Na2Sn2Hg3S8
mp-2784,2.3,Na2Te
mp-1190141,2.35,Na2TeS3
mp-573581,1.87,Na2TeSe3
mp-6328,0.0,Na2Ti2Sb2O
mp-3488,3.51,Na2Ti3O7
mp-30795,0.0,Na2Tl
mp-23546,0.0,Na2UI6
,0.0,Na2V6O13
mp-541773,0.0,Na2VCuF7
mp-1190476,2.36,Na2Zn(GeSe3)2
mp-1190487,2.93,Na2Zn(SnS3)2
,4.9,Na2Zn3(SeO3)4
,0.0,Na3(WO3)4
mp-542680,0.0,Na3In2Au
,0.0,Na3Mn2(GeO4)3
,4.69,Na3MoClO4
mp-1194849,4.77,Na3MoO4F
,0.0,Na3Re
,3.88,Na3Sn2ClF6
,0.0,Na3Tl
,0.0,Na3UF7
,4.99,Na3WClO4
mp-560158,3.2,Na3Zn(BO2)5
,0.64,Na4Al4Si19
,2.15,Na4Eu(GeS3)2
mp-1103730,2.53,Na4Mg(GeSe3)2
mp-1103351,2.85,Na4Mg(SiSe3)2
,0.0,Na5Cu7O13
,0.0,Na5Fe6(SiO3)12
mp-556070,3.38,Na5Gd(MoO4)4
mp-3017,0.0,Na6CoSe4
mp-9266,0.0,Na6FeS4
mp-19427,0.5,Na7(CoO3)2
,1.5,Na7.36Ga7.24Sn4.78Se24
mp-556538,0.0,Na8(CuO2)5
mp-541787,0.0,Na8Hg3
,0.0,Na8NbO6
,0.0,Na8PO3
,0.0,Na9(WO3)16
,3.6,NaAlGeS4
mp-17868,0.0,NaAsO3
mp-2315,0.32,NaB15
,0.0,NaBi3
,0.38,NaBiS2
,0.28,NaBiSe2
,0.0,NaC
,0.0,NaCd2Au
,1.1,NaCd4P3
mp-1192203,2.93,NaCdAsS3
,0.0,NaCdO3
mp-13459,0.0,NaCdSb
,0.0,NaCeS2
,2.15,NaCeS3
mp-7469,0.0,NaCuO
,0.0,NaEuO2
mp-682,10.5,NaF
,0.0,NaFe2(SiO3)4
mp-18728,0.0,NaFe2O3
,2.35,NaGaGe3Se8
mp-696842,4.9,NaH3(SeO3)2
mp-255,0.0,NaHg
mp-1196607,4.25,NaIn(IO3)4
mp-1194878,4.0,NaIn(TeO3)2
mp-1195769,2.18,NaIn3S5
,2.17,NaIn3Se5
mp-20289,1.9,NaInS2
mp-22473,2.8,NaInSe2
,2.4,NaInSnS4
mp-22483,1.6,NaInTe2
,0.0,NaIrPb
mp-13019,4.5,NaLa2TaO6
,2.61,NaLaS3
,0.0,NaLi3
mp-6533,0.0,NaLu(Pd3O4)2
mp-557436,1.72,NaNb2PS10
,0.0,NaNi2O3
mp-7944,0.82,NaSb
mp-554384,2.17,NaSb(PS3)2
mp-5955,3.76,NaSbF6
,0.47,NaSbTe2
mp-1194561,5.5,NaSc(SeO3)2
mp-4276,0.0,NaSi2Pd3
mp-561232,2.54,NaSm(PS3)2
mp-583168,0.0,NaSn2
,0.0,NaTa3
mp-977244,0.0,NaTi5Se8
mp-1564,0.0,NaTl
mp-1195227,3.9,NaY(Te2O5)2
mp-10838,1.85,NaYb(PS3)2
mp-15056,0.0,NaZr2TiF11
mp-505173,0.0,NaZrCuTe3
,0.0,Nb(Cl2O)2
,0.0,Nb17Ir3S40
,0.0,Nb2(CoO3)3
mp-554930,1.78,Nb2AgPS10
mp-29645,0.0,Nb2Cr4Si5
mp-581967,3.08,Nb2O5
mp-1199265,2.79,Nb2Pb2Se4O15
,0.0,Nb2Sb
mp-570757,0.8,Nb2Tl3CuSe12
mp-17803,1.8,Nb2Tl4S11
,0.0,Nb3(Fe10B3)2
mp-20689,0.0,Nb3B2
mp-568014,0.0,Nb3Bi
mp-27383,1.47,Nb3CuO8
mp-22060,0.0,Nb3In
,0.0,Nb3IrSe8
mp-1932,0.0,Nb3Os
,0.0,Nb3Ru
mp-570751,0.0,Nb3Te
,0.0,Nb3V(PO4)6
mp-15958,0.0,Nb3VS6
,0.0,Nb40N21O16
mp-624253,0.0,Nb4Co2PdSe12
mp-18032,0.0,Nb5Ga4
mp-1188215,0.0,Nb5Ge3
,0.0,Nb5OF14
mp-7250,0.0,Nb6Co7
,3.2,Nb6VSb3O25
mp-554336,2.02,NbAg2(PS4)2
mp-20133,0.0,NbCrN
,0.0,NbCrW
mp-4043,2.45,NbCu3Se4
mp-17272,2.0,NbCuO3
mp-4364,0.0,NbGaCo2
,0.0,NbHO3
mp-28357,0.0,NbHg3F6
,0.0,NbOsPb
mp-11514,0.0,NbPt2
,0.0,NbRu2Cl
mp-571133,1.4,NbSe2
mp-2478,0.0,NbSi2
mp-21248,0.0,NbSiIr
,0.28,NbSnIr
mp-569832,0.0,Nd(Al4Co)2
mp-12060,0.0,Nd(AsPd)2
mp-4999,0.0,Nd(CoGe)2
mp-4228,0.0,Nd(CoSi)2
mp-570399,0.0,Nd(CrSi)2
mp-21070,0.0,Nd(GePt)2
,1.15,Nd(InS2)3
mp-20000,0.0,Nd(NiSn)2
mp-568055,0.0,Nd(PRu)2
mp-505513,0.0,Nd(Re2Si)2
mp-567130,0.0,Nd(SiIr)2
,1.5,Nd1.33Lu0.67S3
mp-1202414,1.98,Nd10Se14O
,0.5,Nd2(SnSe3)3
mp-864790,0.0,Nd2BC
,0.0,Nd2CdIn
mp-5182,0.0,Nd2Fe14B
mp-1189581,0.0,Nd2Ge5Rh3
mp-1196123,0.7,Nd2HfS5
,0.0,Nd2IrPd
mp-540986,0.0,Nd2Ni7P4
mp-1045,4.4,Nd2O3
mp-19930,0.0,Nd2Ru2O7
mp-438,2.65,Nd2S3
,1.7,Nd2Se3
mp-16380,1.12,Nd2Te3
mp-569275,0.0,Nd2WC2
,0.0,Nd2ZnGa
mp-1196300,1.83,Nd2ZrS5
mp-630836,0.0,Nd3(GeRu)2
mp-571330,0.0,Nd3AlC
mp-2015,0.0,Nd3Ge5
mp-21483,0.0,Nd3In
mp-3071,0.0,Nd3Ni13B2
mp-2204,1.6,Nd3Te4
,0.0,Nd3Zr
mp-560086,2.62,Nd4(GeS4)3
mp-3375,0.0,Nd4Ge3Rh4
,1.57,Nd4InSbSe9
mp-567369,0.0,Nd4Mg3Co2
mp-605835,0.0,Nd4MgRu
,0.0,Nd4O3F7
mp-1464,0.0,Nd5Ge3
mp-172,0.0,Nd5Ge4
mp-864793,0.0,NdAgAs2
mp-20880,0.0,NdAgPb
,0.0,NdAl4Ge2Au
mp-16622,0.0,NdAl7Au3
mp-2602,1.04,NdAs
,0.0,NdAu3
mp-1929,4.9,NdB6
mp-3591,0.0,NdBRh3
mp-23300,0.0,NdBi
mp-13008,0.0,NdCrGe3
mp-22666,0.0,NdCu3(RuO3)4
mp-542314,2.98,NdCuSO
mp-974307,2.26,NdCuTeO
,0.0,NdErTl2
,0.0,NdErZn2
mp-18511,6.15,NdF3
mp-4196,0.0,NdFeSi2
mp-11396,0.0,NdGa2Ni
mp-3196,0.0,NdGaO3
mp-21197,0.0,NdIn3
mp-510564,0.0,NdIn5Rh
mp-621362,0.0,NdInAu
mp-22696,0.0,NdInCu
mp-13327,1.61,NdLuSe3
mp-2389,0.0,NdMg2
mp-568207,0.0,NdMg2Ni9
mp-11194,0.0,NdMgNi4
mp-18755,0.0,NdMnSbO
mp-1192562,3.66,NdMoO4F
mp-5383,0.0,NdNiC2
mp-31049,0.0,NdO2
mp-1080485,0.0,NdPt
mp-999335,0.0,NdRh
mp-1586,0.0,NdSb
mp-1018815,0.0,NdSbPd
mp-4854,0.0,NdScGe
,0.0,NdSmHg2
mp-12701,0.0,NdSn2
mp-567214,0.0,NdSnRh
mp-570,0.0,NdTe
mp-2550,0.48,NdTe2
mp-22331,0.0,NdTiGe
,0.0,NdTlAg2
mp-30799,0.0,NdTlPd
,0.0,NdZn2Ag
,2.0,Ni(CN)2
,0.0,Ni(PO3)4
,0.0,Ni23B6
mp-17383,0.0,Ni2Ge
mp-4091,0.0,Ni2Mo3N
mp-21536,0.0,Ni2Mo4C
,0.0,Ni2Mo4N
,0.0,Ni2PO5
mp-17360,3.84,Ni2Te3O8
mp-21008,0.0,Ni3Ge
mp-12798,0.0,Ni3Pt
mp-1050,0.0,Ni3S4
,0.0,Ni3SnN
,0.0,Ni4(BiO2)9
,0.0,Ni4(PO4)3
,0.0,Ni7(P2O7)4
mp-19284,0.0,NiAgO2
,0.0,NiAsO3
,0.0,NiCO4
mp-1099,0.0,NiGe
mp-29752,0.0,NiGePt2
,0.0,NiI
,0.0,NiN
mp-19009,4.0,NiO
mp-2282,0.64,NiS2
mp-10264,0.23,NiTe
mp-20905,2.0,OsS2
mp-758356,0.0,P2H12N7Cl
mp-733876,0.0,P2H4RhO9
mp-2452,0.0,P2O5
mp-2319,1.13,P2Os
mp-28266,0.65,P2Pd
mp-3006,2.12,P2Pd3S8
mp-15953,1.0,P2Rh
,2.4,P2Se3
mp-28860,2.2,P2Se5
,0.0,PH2NO2
mp-23672,6.8,PH6NO4
,3.97,PHPbO3
mp-1102534,1.4,POsS
mp-1101841,1.4,POsSe
mp-7280,1.38,PPdS
mp-3123,0.15,PPdSe
mp-1095584,1.4,PRuS
mp-28885,2.5,PSe
mp-1203346,0.0,PW5O17
,3.44,Pb17(Cl9O4)2
,0.37,Pb1Se0.01S0.99
,0.33,Pb1Se0.5S0.5
,0.26,Pb1Se0.95S0.05
,0.26,Pb1Se0.99S0.01
,0.27,Pb1Se0.9S0.1
mp-20078,1.67,Pb2O3
mp-1192446,3.76,Pb2SeN2O9
mp-22633,2.12,Pb3O4
mp-1194412,3.73,Pb3Se2(BrO3)2
mp-667338,2.98,PbN6
mp-22342,4.3,PbSeO4
mp-1198404,1.31,Pd(IO3)2
mp-393,0.0,Pd16S7
,0.0,Pd2N
,0.0,Pd3(PbS)2
mp-1336,0.8,PdO
mp-20599,0.0,PdPb2
mp-20250,0.5,PdS
mp-13682,0.75,PdS2
mp-21165,0.2,PdSe
mp-2418,0.4,PdSe2
,0.0,Pm2CuGe
,0.0,Pm2IrRh
,0.0,Pm2NiRh
,0.0,Pm2PtAu
,0.0,Pm3I
,0.0,PmCd3
,0.0,PmCdPd2
,0.0,PmDy3
,0.0,PmGaAu2
,0.0,PmHgAu2
,0.0,PmMgAu2
,0.0,PmMgCd2
,0.0,PmMgRh2
,0.0,PmSbRh2
,0.0,PmSnRh2
mp-975729,0.0,Pr(BRu)2
,0.0,Pr(BiO3)2
mp-571008,0.0,Pr(CoAs)2
mp-4810,0.0,Pr(CoGe)2
mp-5627,0.0,Pr(FeSi)2
,1.14,Pr(InS2)3
mp-5423,0.0,Pr(MnSi)2
,1.38,Pr1.29Lu0.71S3
mp-560835,1.89,Pr10Se14O
,1.0,Pr1Te1.9
,0.0,Pr27Se40
mp-2714,0.0,Pr2Au
,0.0,Pr2CdSn
mp-978102,0.0,Pr2Co12P7
,1.32,Pr2Ge2Se7
,1.8,Pr2GeSe5
,0.0,Pr2HgPb
mp-20715,0.0,Pr2InGe2
mp-21870,0.0,Pr2InPd2
mp-558448,0.0,Pr2Ir2O7
mp-15179,2.6,Pr2S3
,1.8,Pr2Se3
mp-2980,3.65,Pr2Te4O11
mp-571302,0.0,Pr3(Al2Si3)2
,0.0,Pr3Cd
,0.0,Pr3I
,1.89,Pr4InSbSe9
mp-605873,0.0,Pr4MgRu
mp-1484,0.0,Pr4Sb3
,0.46,Pr4Te7
mp-616210,0.0,Pr5In11Ni6
mp-542465,0.0,Pr5Si4
mp-9537,0.0,Pr6Fe13Si
,0.0,Pr7Mn8O24
mp-555896,0.0,Pr9(SbO)5
mp-4308,0.0,PrAgAs2
mp-30181,0.0,PrAl3Ni2
mp-10622,1.0,PrAs
mp-1079915,0.0,PrAu
mp-12569,0.0,PrB4
mp-12762,4.9,PrB6
mp-9028,4.0,PrBN2
mp-13483,0.0,PrBPt4
mp-646,0.0,PrCd
mp-11610,0.0,PrCo4B
mp-6166,3.03,PrCuSO
,0.0,PrErIn2
,0.0,PrErMg2
mp-978101,0.0,PrFeGe2
,0.0,PrGaAu2
,0.0,PrGe3
mp-981551,0.0,PrGe5
mp-1019094,0.0,PrGeAu
mp-20023,0.0,PrIn
mp-570611,0.0,PrInAu2
mp-946,0.0,PrIr2
,0.0,PrLuIn2
mp-13326,1.56,PrLuSe3
,0.0,PrMgAg2
mp-7239,0.0,PrMgGa
,0.0,PrMo3
mp-1192358,3.64,PrMoO4F
mp-975655,0.0,PrNiGe2
mp-11344,0.55,PrO
mp-601,0.0,PrP
mp-1785,0.66,PrSb
mp-1018902,0.0,PrSbPt
,0.0,PrSm3
,0.0,PrSmO2
,2.0,PrTaN2O
,0.93,PrTl2InSe4
mp-999289,1.18,PrTlSe2
,0.0,PrTmTl2
mp-460,0.0,PrZn
,0.95,Pt0.97S2
mp-20828,0.0,Pt3Pb
,0.0,Pt3PbC
,0.0,PtN
mp-762,0.75,PtS2
mp-1115,0.1,PtSe2
,0.45,Rb1.45Sb7.45Pb3.1Se15
,1.33,Rb1.54Cd1.54Bi2.46S6
mp-581457,0.0,Rb15Hg16
,0.0,Rb28(Mg3In17)3
mp-1105212,2.6,Rb2AgPS4
mp-571293,1.53,Rb2BaNb2Se11
mp-1103709,3.35,Rb2Cd(IBr)2
mp-541897,2.58,Rb2Cd(PSe3)2
mp-1200744,4.76,Rb2Cd3(B4O7)4
mp-18556,2.92,Rb2Cd3S4
mp-16818,2.37,Rb2Cd3Se4
mp-29901,2.3,Rb2Cd3Te4
mp-560562,0.0,Rb2CrF6
mp-1195291,1.6,Rb2Cu2Sb2S5
mp-18006,2.08,Rb2Cu2SnS4
mp-568928,0.0,Rb2FeI4
mp-1020707,5.54,Rb2GeB4O9
,2.32,Rb2Hg(PSe3)2
,2.8,Rb2Hg3(GeS4)2
mp-1194625,3.1,Rb2Mo3Se3O16
mp-542629,0.0,Rb2Mo9Se10
mp-555091,0.0,Rb2Na2IrO4
mp-556353,0.0,Rb2NaNiF6
mp-560671,0.0,Rb2NaVF6
mp-15221,2.64,Rb2NbCuS4
mp-15222,2.19,Rb2NbCuSe4
,2.3,Rb2PS5
,2.4,Rb2Pt(IO3)6
,0.0,Rb2SCl6F
mp-561434,2.48,Rb2Sn2Hg3S8
mp-1194540,2.33,Rb2Sn3(SbS5)2
mp-559737,0.0,Rb2Tb3AlF16
mp-441,4.5,Rb2Te
